project_id,quality_at_entry,outcome_success,region,sector
P060499,2,0,Latin America and Caribbean,"Urban, Resilience and Land"
P060573,3,1,Latin America and Caribbean,Transport
P060575,6,1,Latin America and Caribbean,Governance
P060577,6,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P060718,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P060785,4,1,Latin America and Caribbean,Governance
P060786,3,1,Europe and Central Asia,Governance
P060908,2,0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P061209,5,0,Western and Central Africa,Education
P061214,5,0,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P061314,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P061496,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P061558,5,1,Western and Central Africa,Water
P061577,5,1,Western and Central Africa,Governance
P062619,5,1,Latin America and Caribbean,Governance
P062628,2,0,Eastern and Southern Africa,Governance
P062668,5,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P062682,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P062714,3,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P062748,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P062790,2,0,Latin America and Caribbean,Governance
P062837,2,0,"Middle East, North Africa, Afghanistan, and Pakistan",Governance
P062840,2,0,Western and Central Africa,Governance
P062916,3,0,South Asia,"Finance, Competitiveness and Innovation"
P062932,5,1,Latin America and Caribbean,"Health, Nutrition & Population"
P062936,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P062991,5,0,Latin America and Caribbean,"Macroeconomics, Trade and Investment"
P062992,5,0,Latin America and Caribbean,"Macroeconomics, Trade and Investment"
P063081,3,0,Europe and Central Asia,Governance
P063089,6,1,South Asia,"Macroeconomics, Trade and Investment"
P063095,4,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P063123,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P063201,5,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P063317,4,0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P063340,5,1,Latin America and Caribbean,Social Protection & Jobs
P063341,5,1,Latin America and Caribbean,Governance
P063351,5,1,Latin America and Caribbean,Social Protection & Jobs
P063383,5,1,Latin America and Caribbean,Water
P063386,6,1,Latin America and Caribbean,Education
P063390,6,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P063398,3,1,Europe and Central Asia,Water
P063463,5,1,Latin America and Caribbean,Energy & Extractives
P063472,5,1,South Asia,"Finance, Competitiveness and Innovation"
P063501,5,1,East Asia and Pacific,Transport
P063546,4,1,Europe and Central Asia,Social Protection & Jobs
P063577,4,1,Europe and Central Asia,"Urban, Resilience and Land"
P063584,3,0,Eastern and Southern Africa,Social Protection & Jobs
P063643,2,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P063644,4,1,Latin America and Caribbean,Energy & Extractives
P063683,4,1,Africa,"Finance, Competitiveness and Innovation"
P063717,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Environment, Natural Resources & the Blue Economy"
P063732,2,1,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P063791,6,1,Western and Central Africa,Transport
P063913,4,1,East Asia and Pacific,Energy & Extractives
P063918,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Governance
P063939,5,1,East Asia and Pacific,Social Protection & Jobs
P064008,5,1,Western and Central Africa,Water
P064045,2,0,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P064064,5,1,Eastern and Southern Africa,Water
P064082,4,0,"Middle East, North Africa, Afghanistan, and Pakistan",Transport
P064083,5,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P064084,5,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P064094,6,1,Europe and Central Asia,Energy & Extractives
P064118,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P064149,2,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P064237,6,1,Europe and Central Asia,"Health, Nutrition & Population"
P064238,3,0,Europe and Central Asia,Social Protection & Jobs
P064305,2,0,Eastern and Southern Africa,Social Protection & Jobs
P064438,5,1,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P064508,5,1,Europe and Central Asia,Governance
P064510,4,1,Eastern and Southern Africa,Social Protection & Jobs
P064536,4,1,Europe and Central Asia,Social Protection & Jobs
P064542,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P064556,5,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P064557,4,1,Eastern and Southern Africa,Education
P064558,4,1,Eastern and Southern Africa,Agriculture and Food
P064570,5,1,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P064573,4,1,Africa,Water
P064585,5,1,Europe and Central Asia,Agriculture and Food
P064614,2,0,Latin America and Caribbean,Education
P064728,3,0,East Asia and Pacific,"Urban, Resilience and Land"
P064729,4,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P064730,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P064821,5,1,East Asia and Pacific,Transport
P064836,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Water
P064844,4,1,East Asia and Pacific,Energy & Extractives
P064853,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P064876,3,0,Eastern and Southern Africa,Transport
P064879,2,0,Europe and Central Asia,Water
P064886,5,0,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P064887,1,0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P064895,5,1,Latin America and Caribbean,Social Protection & Jobs
P064901,6,1,Latin America and Caribbean,Social Protection & Jobs
P064906,5,1,Latin America and Caribbean,Social Protection & Jobs
P064913,4,1,Latin America and Caribbean,"Urban, Resilience and Land"
P064914,4,0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P064915,3,0,Latin America and Caribbean,"Urban, Resilience and Land"
P064916,3,1,Latin America and Caribbean,"Urban, Resilience and Land"
P064918,4,0,Latin America and Caribbean,Agriculture and Food
P064919,4,1,Latin America and Caribbean,Governance
P064921,2,0,"Middle East, North Africa, Afghanistan, and Pakistan",Governance
P064925,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P064926,4,1,East Asia and Pacific,"Health, Nutrition & Population"
P064961,5,1,Eastern and Southern Africa,"Urban, Resilience and Land"
P064965,2,1,Eastern and Southern Africa,Agriculture and Food
P064981,3,0,"Middle East, North Africa, Afghanistan, and Pakistan",Water
P064983,4,1,"Middle East, North Africa, Afghanistan, and Pakistan","Finance, Competitiveness and Innovation"
P065035,3,0,East Asia and Pacific,"Urban, Resilience and Land"
P065041,5,1,Europe and Central Asia,Transport
P065059,5,1,Europe and Central Asia,Energy & Extractives
P065111,4,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P065113,6,1,East Asia and Pacific,Governance
P065126,3,1,Western and Central Africa,"Health, Nutrition & Population"
P065127,3,0,Western and Central Africa,Transport
P065128,2,0,Western and Central Africa,"Macroeconomics, Trade and Investment"
P065129,5,1,Western and Central Africa,"Urban, Resilience and Land"
P065163,5,0,Europe and Central Asia,Governance
P065188,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P065189,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P065200,4,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P065256,2,0,Latin America and Caribbean,Water
P065263,6,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P065270,3,1,Europe and Central Asia,"Urban, Resilience and Land"
P065301,3,1,Western and Central Africa,"Macroeconomics, Trade and Investment"
P065351,5,1,Europe and Central Asia,Energy & Extractives
P065372,5,1,Eastern and Southern Africa,Social Protection & Jobs
P065414,5,1,Europe and Central Asia,Energy & Extractives
P065416,4,1,Europe and Central Asia,Water
P065436,4,1,Eastern and Southern Africa,Transport
P065437,2,1,Eastern and Southern Africa,"Environment, Natural Resources & the Blue Economy"
P065463,4,1,East Asia and Pacific,Water
P065466,4,0,Europe and Central Asia,Governance
P065471,5,1,South Asia,Governance
P065593,4,1,"Middle East, North Africa, Afghanistan, and Pakistan",Education
P065596,2,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P065713,5,1,Eastern and Southern Africa,"Health, Nutrition & Population"
P065715,4,1,Europe and Central Asia,Agriculture and Food
P065725,2,0,Western and Central Africa,"Urban, Resilience and Land"
P065736,2,1,"Middle East, North Africa, Afghanistan, and Pakistan",Transport
P065757,2,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P065779,5,1,Latin America and Caribbean,Transport
P065790,5,1,"Middle East, North Africa, Afghanistan, and Pakistan","Macroeconomics, Trade and Investment"
P065798,2,0,East Asia and Pacific,"Urban, Resilience and Land"
P065825,6,1,Europe and Central Asia,Governance
P065834,6,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P065898,4,1,East Asia and Pacific,Water
P065902,5,0,Latin America and Caribbean,Energy & Extractives
P065920,4,0,"Middle East, North Africa, Afghanistan, and Pakistan",Water
P065921,4,0,"Middle East, North Africa, Afghanistan, and Pakistan",Water
P065927,2,0,Western and Central Africa,"Finance, Competitiveness and Innovation"
P065937,3,0,Latin America and Caribbean,Water
P065954,5,1,Europe and Central Asia,"Health, Nutrition & Population"
P065973,4,1,East Asia and Pacific,Water
P065988,5,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P065991,5,1,Western and Central Africa,"Urban, Resilience and Land"
P066051,4,1,East Asia and Pacific,"Environment, Natural Resources & the Blue Economy"
P066065,5,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P066069,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P066076,3,0,East Asia and Pacific,Governance
P066100,2,1,Europe and Central Asia,"Urban, Resilience and Land"
P066121,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Governance
P066149,1,0,Europe and Central Asia,Education
P066153,5,1,Europe and Central Asia,Governance
P066154,5,0,Europe and Central Asia,Governance
P066155,5,1,Europe and Central Asia,Governance
P066157,4,1,Europe and Central Asia,Education
P066169,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P066170,2,1,Latin America and Caribbean,"Urban, Resilience and Land"
P066175,4,1,Latin America and Caribbean,Governance
P066198,5,1,Eastern and Southern Africa,"Finance, Competitiveness and Innovation"
P066199,2,0,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P066221,5,1,Europe and Central Asia,Social Protection & Jobs
P066259,5,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P066260,5,1,Europe and Central Asia,Transport
P066321,2,1,Latin America and Caribbean,"Health, Nutrition & Population"
P066336,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Social Protection & Jobs
P066345,2,0,Western and Central Africa,Energy & Extractives
P066353,4,1,Western and Central Africa,Education
P066385,5,1,Eastern and Southern Africa,"Macroeconomics, Trade and Investment"
P066386,2,1,Eastern and Southern Africa,Governance
P066397,4,0,East Asia and Pacific,Energy & Extractives
P066426,4,0,Latin America and Caribbean,Energy & Extractives
P066486,2,0,Eastern and Southern Africa,"Health, Nutrition & Population"
P066488,5,1,Eastern and Southern Africa,"Urban, Resilience and Land"
P066490,2,0,Eastern and Southern Africa,Governance
P066491,5,1,Europe and Central Asia,Water
P066511,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P066512,5,1,Europe and Central Asia,Energy & Extractives
P066532,2,0,East Asia and Pacific,Energy & Extractives
P066674,4,0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P066749,5,1,Latin America and Caribbean,Education
P066752,4,0,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
P066826,5,1,"Middle East, North Africa, Afghanistan, and Pakistan",Governance
P066867,5,1,Latin America and Caribbean,Governance
P066938,5,1,Latin America and Caribbean,Poverty and Equity
P066954,4,1,East Asia and Pacific,Energy & Extractives
P066955,4,1,East Asia and Pacific,"Urban, Resilience and Land"
P066998,4,1,Western and Central Africa,"Urban, Resilience and Land"
P067051,6,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P067084,5,1,Eastern and Southern Africa,"Urban, Resilience and Land"
P067103,4,1,Eastern and Southern Africa,Agriculture and Food
P067149,5,1,Europe and Central Asia,"Urban, Resilience and Land"
P067216,4,1,South Asia,Agriculture and Food
P067223,5,1,Europe and Central Asia,"Macroeconomics, Trade and Investment"
P067329,2,1,Western and Central Africa,Education
P067330,2,1,South Asia,"Health, Nutrition & Population"
P067337,5,1,East Asia and Pacific,Energy & Extractives
P067367,4,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P067491,6,1,Latin America and Caribbean,"Finance, Competitiveness and Innovation"
P067498,5,1,Western and Central Africa,Transport
P067543,5,1,South Asia,"Health, Nutrition & Population"
P067567,4,0,"Middle East, North Africa, Afghanistan, and Pakistan",Energy & Extractives
P067575,5,1,Europe and Central Asia,"Finance, Competitiveness and Innovation"
P067605,4,1,"Middle East, North Africa, Afghanistan, and Pakistan","Urban, Resilience and Land"
P067606,3,0,South Asia,Transport
P067610,5,1,Europe and Central Asia,"Environment, Natural Resources & the Blue Economy"
P067625,5,1,East Asia and Pacific,Energy & Extractives
P067685,3,0,Western and Central Africa,"Environment, Natural Resources & the Blue Economy"
P067770,5,1,East Asia and Pacific,"Urban, Resilience and Land"
P067774,3,1,Latin America and Caribbean,Social Protection & Jobs
P067828,5,1,East Asia and Pacific,Energy & Extractives
P067986,3,0,Latin America and Caribbean,"Health, Nutrition & Population"
P068049,4,1,East Asia and Pacific,Energy & Extractives
P068058,3,1,East Asia and Pacific,Energy & Extractives
P068062,5,1,Europe and Central Asia,Energy & Extractives
P068069,5,0,East Asia and Pacific,"Macroeconomics, Trade and Investment"
P068071,5,1,East Asia and Pacific,"Finance, Competitiveness and Innovation"
P068121,5,1,Latin America and Caribbean,Water
P068124,3,1,Latin America and Caribbean,Energy & Extractives
P068133,3,0,East Asia and Pacific,Transport
P068134,2,0,Latin America and Caribbean,Governance
P068250,3,1,Latin America and Caribbean,"Environment, Natural Resources & the Blue Economy"
