Loan Number,Project No.,Country Name,ISO ALPHA-3 Country Code,ADB Country Code,Country Group,"Country classification, latest ","Country classification, at approval",Department,Project Name,"Modality
(AER)",Mode of financial assistance,ADF or OCR?,Source of funds,"Approved amount 
(USD mil)","Disbursed amount
(USD mil)",Approval date,Approval year,Loan signing,Loan effectivity (original),Loan effectivity (actual),Closing date (estimate),Closing date (actual),"Cofin, app
(USD mil)","Cofin, act
(USD mil)","Proj Cost, app
(USD mil)","Proj Cost, act
(USD mil)",Sector (2009),Subsector (2009),Primary Sector (PCS 2014),Primary Sector (PCS 2014)_3,Primary Subsector (PCS 2014),Secondary Sector (PCS 2014),Secondary Subsector (PCS 2014),RRP circulation date (BOD),PCR circulation date (BOD),PCR overall rating,PCR relevance,PCR effectiveness,PCR efficiency,PCR sustainability,With PVR?,PVR circulation date,PVR overall rating,PVR relevance,PVR effectiveness,PVR efficiency,PVR sustainability,"With PPER/
PPAR?",PPER circulation date (BOD),PPER overall rating,PPER relevance,PPER effectiveness,PPER efficiency,PPER sustainability,Source of latest rating,"AER reporting year
(PCR circ)",Latest overall rating,Latest relevance,Latest effectiveness,Latest efficiency,Latest sustainability
1985,32327,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Hebei Waste Water Management Project,Project,Project loan,OCR,OCR,82.36,81.89,19-Dec-02,2002,27-Jun-03,25-Sep-03,4-Feb-04,30-Jun-08,18-Nov-09,,,,,Water and Other Municipal Infrastructure and Services,Waste Management and Sewage,Water and other urban infrastructure services,WUS,Urban sewerage,„na,„na,28-Nov-02,2-Dec-10,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,12-Dec,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Successful,Relevant,Effective,Efficient,Likely sustainable
1978,34113,Indonesia,IDN,INO,Southeast Asia,C,B2,SERD,SMALL & MEDIUM ENTERPRISE EXPORT DEVELOPMENT PROJECT,Project,Credit line (Loan),OCR,OCR,85,6.44,17-Dec-02,2002,20-Nov-03,18-Feb-04,18-May-04,19-May-09,2-Sep-08,,,,,Industry and Trade,Small and Medium Enterprise Development,Industry and trade,IND,Small and medium enterprise development,„na,„na,26-Nov-02,30-Sep-09,Unsuccessful,Less than relevant,Less than effective,Inefficient,Unlikely to be sustainable,Yes,12-Dec,Unsuccessful,Less than relevant,Ineffective,Inefficient,Unlikely to be sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2010,Unsuccessful,Less than relevant,Ineffective,Inefficient,Unlikely to be sustainable
1963,33196,Uzbekistan,UZB,UZB,Central West Asia,B,C,CWRD,Small and Microfinance Development Project,Project,Credit line (Loan),OCR,OCR,20,19.6,9-Dec-02,2002,25-Sep-03,24-Dec-03,20-Jul-04,31-Dec-10,31-May-11,0,0,50,211.9,Finance,Microfinance,Finance,FIN,Inclusive finance,„na,„na,18-Nov-02,28-Dec-11,Successful,Relevant,Effective,Efficient,Less than likely sustainable,Yes,12-Dec,Less than successful,Less than relevant,Less than effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2012,Less than successful,Less than relevant,Less than effective,Efficient,Less than likely sustainable
1952,31304,Bangladesh,BGD,BAN,South Asia,B,B1,SARD,Rural Infrastructure Improvement Project,Project,Project loan,ADF,ADF,60,58.37,2-Dec-02,2002,3-Feb-03,4-May-03,7-Sep-03,30-Jun-09,12-Aug-09,,,,,Transport and ICT,Road transport,Transport,TRA,Rural market infrastructure,„na,„na,11-Nov-02,29-Sep-10,Successful,Highly relevant,Highly effective,Efficient,Likely sustainable,Yes,12-Dec,Successful,Relevant,Effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Successful,Relevant,Effective,Efficient,Less than likely sustainable
1928,32058-03,Pakistan,PAK,PAK,Central West Asia,B,B1,CWRD,Punjab Road Development Sector Project,Project,Sector loan,OCR,OCR,150,82.12,31-Oct-02,2002,26-Mar-03,24-Jun-03,26-Jun-03,31-Dec-08,31-Dec-08,,,,,Transport and ICT,Road Transport,Transport,TRA,Road transport (non-urban),„na,„na,10-Oct-02,13-Oct-09,Less than successful,Highly relevant,Less than effective,Less than efficient,Less than likely sustainable,Yes,12-Dec,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable,Yes,8-Jan-14,Less than successful,Relevant,Less than effective,Efficient,Less than likely sustainable,PPER,2010,Less than successful,Relevant,Less than effective,Efficient,Less than likely sustainable
1924,33443,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Efficient Utilization of Agricultural Wastes Project,Project,Project loan,OCR,OCR,33.12,39.03,22-Oct-02,2002,18-Mar-03,16-Jun-03,16-Jun-03,30-Jun-08,23-Aug-10,,,,,Multisector,Multisector,Energy,ENE,Renewable energy generation-biomass and waste,„na,„na,1-Oct-02,16-Dec-10,Successful,Highly relevant,Effective,Efficient,Most likely sustainable,Yes,12-Nov,Successful,Relevant,Effective,Efficient,Most likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Successful,Relevant,Effective,Efficient,Most likely sustainable
1880,28315,Viet Nam,VNM,VIE,Southeast Asia,B,B1,SERD,Third Provincial Towns Water Supply and Sanitation Project,Project,Project loan,ADF,ADF,60,69.14,13-Dec-01,2001,2-Apr-02,1-Jul-02,17-Sep-02,30-Jun-08,20-Jul-11,14.2,27.12,98,104.8,Water and Other Municipal Infrastructure and Services,Water Supply and Sanitation,Water and other urban infrastructure services,WUS,Urban water supply,„na,„na,22-Nov-01,26-Oct-11,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,12-Dec,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2012,Successful,Relevant,Effective,Efficient,Likely sustainable
1849,31282,Sri Lanka,LKA,SRI,South Asia,B,B1,SARD,Southern Province Rural Economic Advancement Project,Project,Project loan,ADF,ADF,25,28.09,26-Oct-01,2001,10-Jan-02,10-Apr-02,12-Dec-02,31-Jul-08,31-Dec-09,,,,,Agriculture and Natural Resources,Agriculture and Rural Sector Development,Finance,FIN,Small and medium enterprise finance and leasing,„na,„na,5-Oct-01,15-Dec-10,Successful,Highly relevant,Effective,Efficient,Less than likely sustainable,Yes,12-Dec,Less than successful,Relevant,Less than effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Less than successful,Relevant,Less than effective,Efficient,Less than likely sustainable
1842,33548,Uzbekistan,UZB,UZB,Central West Asia,B,C,CWRD,Urban Water Supply Project,Project,Project loan,OCR,OCR,36,35.78,27-Sep-01,2001,29-Apr-02,28-Jul-02,24-Jul-02,30-Jun-07,16-Nov-10,,,,,Water and Other Municipal Infrastructure and Services,Water Supply and Sanitation,Water and other urban infrastructure services,WUS,Urban water supply,„na,„na,6-Sep-01,23-Dec-10,Successful,Relevant,Effective,Less than efficient,Likely sustainable,Yes,12-Nov,Successful,Relevant,Effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Successful,Relevant,Effective,Less than efficient,Likely sustainable
1840,32236,Nepal,NPL,NEP,South Asia,A,A,SARD,Teacher Education Project,Project,Project loan,ADF,ADF,19.6,15.5,24-Sep-01,2001,28-Jan-02,28-Apr-02,9-May-02,30-Jun-08,9-Dec-09,0,0.2,25.9,22.7,Education,Pre-primary and Basic Education,Education,EDU,Education sector development,„na,„na,3-Sep-01,29-Sep-11,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,12-Dec,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2012,Successful,Relevant,Effective,Efficient,Likely sustainable
1835,33165,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,Yellow River Flood Management Sector Project,Project,Sector loan,OCR,OCR,150,113.77,28-Aug-01,2001,10-Jun-02,8-Sep-02,11-Sep-02,30-Jun-06,16-Oct-08,,,,,Agriculture and Natural Resources,"Irrigation, Drainage and Flood Protection","Agriculture, natural resources and rural development",ANR,Rural flood protection,„na,„na,7-Aug-01,29-Dec-10,Successful,Relevant,Effective,Efficient,Most likely sustainable,Yes,12-Dec,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Successful,Relevant,Effective,Efficient,Likely sustainable
1814,26459-01,"China, People's Republic of",CHN,PRC,East Asia,C,B2,EARD,West Henan Agricultural Development Project,Project,Project loan,OCR,OCR,64.3,64.3,19-Dec-00,2000,10-Apr-01,9-Jul-01,12-Jul-01,30-Sep-06,5-Dec-07,,,,,Agriculture and Natural Resources,Agricultural Production and Markets,"Agriculture, natural resources and rural development",ANR,Agricultural production,„na,„na,28-Nov-00,23-Dec-09,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,12-Dec,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2010,Successful,Relevant,Effective,Efficient,Likely sustainable
1812,31467,Papua New Guinea,PNG,PNG,Pacific,B,B2,PARD,Provincial Towns Water Supply and Sanitation Project,Project,Project loan,ADF,ADF,15.35,12.21,14-Dec-00,2000,16-Jan-01,16-Apr-01,31-May-02,30-Sep-05,12-Nov-08,,,,,Water and Other Municipal Infrastructure and Services,Water Supply and Sanitation,Water and other urban infrastructure services,WUS,Urban water supply,„na,„na,23-Nov-00,30-Sep-10,Less than successful,Relevant,Less than effective,Inefficient,Less than likely sustainable,Yes,12-Nov,Less than successful,Less than relevant,Less than effective,Inefficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Less than successful,Less than relevant,Less than effective,Inefficient,Less than likely sustainable
1811,28332,Nepal,NPL,NEP,South Asia,A,A,SARD,Corporate and Financial Governance Project,Project,TA loan,ADF,ADF,7.3,2.69,14-Dec-00,2000,24-Jan-01,24-Apr-01,28-Nov-01,30-Jun-05,15-Jun-09,,,,,Finance,Finance Sector Development,Finance,FIN,Finance sector development,„na,„na,22-Nov-00,28-Dec-10,Unsuccessful,Less than relevant,Less than effective,Inefficient,Less than likely sustainable,Yes,12-Nov,Unsuccessful,Less than relevant,Less than effective,Inefficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Unsuccessful,Less than relevant,Less than effective,Inefficient,Less than likely sustainable
1787,29586,Pakistan,PAK,PAK,Central West Asia,B,B1,CWRD,NWFP Barani Area Development Project (PRM-CWEN,Project,Project loan,ADF,ADF,52,29.54,28-Nov-00,2000,14-Jun-01,12-Sep-01,4-Feb-02,31-Dec-08,30-Jun-10,,,,,Agriculture and Natural Resources,Agriculture and Rural Sector Development,"Agriculture, natural resources and rural development",ANR,Agricultural production,TRA,,7-Nov-00,29-Dec-10,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,12-Dec,Successful,Relevant,Effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Successful,Relevant,Effective,Less than efficient,Likely sustainable
1771,32467,Bangladesh,BGD,BAN,South Asia,B,B1,SARD,Chittagong Hill Tracts Rural Development Project,Project,Project loan,ADF,ADF,30,29.69,26-Oct-00,2000,18-Dec-00,18-Mar-01,24-Oct-02,30-Sep-08,22-Feb-10,,,,,Agriculture and Natural Resources,Land-based Natural Resources Management,"Agriculture, natural resources and rural development",ANR,Rural sanitation,„na,„na,5-Oct-00,28-Dec-10,Successful,Highly relevant,Effective,Efficient,Most likely sustainable,Yes,12-Dec,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Successful,Relevant,Effective,Efficient,Likely sustainable
1770,31153,Indonesia,IDN,INO,Southeast Asia,C,B2,SERD,Marine and Coastal Resources Management Project,Project,Project loan,ADF,ADF,50,45.48,26-Oct-00,2000,27-Mar-01,25-Jun-01,27-Sep-01,30-Jun-07,24-Jul-09,,,,,Agriculture and Natural Resources,Water-Based Natural Resources Management,"Agriculture, natural resources and rural development",ANR,Water-based natural resources management,ICT,,5-Oct-00,29-Jul-10,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,12-Nov,Successful,Relevant,Effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Successful,Relevant,Effective,Less than efficient,Likely sustainable
1768,32472,Papua New Guinea,PNG,PNG,Pacific,B,B2,PARD,Microfinance and Employment Project,Project,Project loan,ADF,ADF,9.6,8.5,19-Oct-00,2000,26-Feb-01,28-May-01,20-Sep-01,31-Dec-06,18-Nov-10,0.9,0.9,20.5,13.9,Finance,Microfinance,Finance,FIN,Inclusive finance,„na,„na,29-Sep-00,16-Sep-11,Successful,Relevant,Highly effective,Less than efficient,Likely sustainable,Yes,12-Dec,Successful,Relevant,Effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2012,Successful,Relevant,Effective,Less than efficient,Likely sustainable
1767,31381,Sri Lanka,LKA,SRI,South Asia,B,B1,SARD,Protected Area Management and Wildlife Project,Project,Project loan,ADF,ADF,12,12.27,19-Oct-00,2000,6-Dec-00,6-Mar-01,17-Sep-01,30-Jun-07,31-Dec-08,,,,,Agriculture and Natural Resources,Land-based Natural Resources Management,"Agriculture, natural resources and rural development",ANR,Land-based natural resources management,„na,„na,15-Sep-00,23-Nov-10,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,12-Dec,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Successful,Relevant,Effective,Efficient,Likely sustainable
1755,31402,Nepal,NPL,NEP,South Asia,A,A,SARD,Small Town Water Supply and Sanitation,Project,Project loan,ADF,ADF,35,32.13,12-Sep-00,2000,18-Dec-00,18-Mar-01,16-Mar-01,31-Dec-06,3-Dec-09,,,,,Water and Other Municipal Infrastructure and Services,Water Supply and Sanitation,"Agriculture, natural resources and rural development",ANR,Rural water supply services,„na,„na,22-Aug-00,9-Dec-10,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,12-Nov,Successful,Relevant,Less than effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Successful,Relevant,Less than effective,Efficient,Likely sustainable
1753,29257,Cambodia,KHM,CAM,Southeast Asia,A,A,SERD,STUNG CHINIT IRRIGATION AND RURAL INFRASTRUCTURE PROJECT,Project,Project loan,ADF,ADF,16,14.74,5-Sep-00,2000,12-Oct-00,10-Jan-01,28-Feb-01,30-Jun-07,4-Dec-08,,,,,Agriculture and Natural Resources,"Irrigation, Drainage and Flood Protection","Agriculture, natural resources and rural development",ANR,Irrigation,TRA,,15-Aug-00,29-Dec-09,Less than successful,Less than relevant,Less than effective,Less than efficient,Likely sustainable,Yes,12-Nov,Less than successful,Less than relevant,Less than effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2010,Less than successful,Less than relevant,Less than effective,Less than efficient,Likely sustainable
1736,30531,Mongolia,MNG,MON,East Asia,B,A,EARD,Cadastral Survey and Land Registration Project,Project,Project loan,ADF,ADF,9.9,9.66,27-Jan-00,2000,25-Apr-01,24-Jul-01,27-Sep-01,31-Dec-07,5-Oct-10,,,,,Agriculture and Natural Resources,Land-based Natural Resources Management,"Agriculture, natural resources and rural development",ANR,Land-based natural resources management,„na,„na,4-Jan-00,29-Dec-10,Less than successful,Relevant,Less than effective,Less than efficient,Likely sustainable,Yes,12-Nov,Less than successful,Relevant,Less than effective,Less than efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Less than successful,Relevant,Less than effective,Less than efficient,Likely sustainable
1716,31287,Sri Lanka,LKA,SRI,South Asia,B,B1,SARD,Coastal Resources Management Project,Project,Sector loan,ADF,ADF,40,40.16,7-Dec-99,1999,14-Dec-99,13-Mar-00,14-Jun-00,30-Dec-05,2-Sep-10,,,,,Agriculture and Natural Resources,Water-Based Natural Resources Management,"Agriculture, natural resources and rural development",ANR,Water-based natural resources management,„na,„na,15-Nov-99,28-Dec-10,Successful,Relevant,Effective,Efficient,Less than likely sustainable,Yes,30-Mar-12,Successful,Relevant,Effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Successful,Relevant,Effective,Efficient,Less than likely sustainable
1667,30540,Philippines,PHL,PHI,Southeast Asia,C,C,SERD,Agrarian Reform Communities Project,Project,Project loan,OCR,OCR,93.16,72.6,18-Dec-98,1998,1-Mar-99,30-May-99,31-Jul-99,31-Dec-05,26-Dec-08,,,,,Agriculture and Natural Resources,Agriculture and Rural Sector Development,"Agriculture, natural resources and rural development",ANR,Rural market infrastructure,„na,„na,27-Nov-98,29-Dec-09,Successful,Relevant,Effective,Efficient,Likely sustainable,Yes,12-Nov,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2010,Successful,Relevant,Effective,Efficient,Likely sustainable
1146,24268,Pakistan,PAK,PAK,Central West Asia,B,A,CWRD,Chasma Right Bank Irrigation Project Stage III,Project,Project loan,ADF,ADF,185,191.62,17-Dec-91,1991,19-Feb-92,19-May-92,19-Nov-92,30-Sep-00,30-Jun-11,,,,,Agriculture and Natural Resources,"Irrigation, Drainage and Flood Protection","Agriculture, natural resources and rural development",ANR,Irrigation,„na,„na,26-Nov-91,28-Dec-10,Successful,Highly relevant,Not rated,Efficient,Less than likely sustainable,Yes,12-Dec,Less than successful,Relevant,Effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Less than successful,Relevant,Effective,Less than efficient,Less than likely sustainable
2144/2145,32264,Pakistan,PAK,PAK,Central West Asia,B,B1,CWRD,Punjab Devolved Social Services Program,Program,Program loan,ADF,ADF/OCR,150,146.88,20-Dec-04,2004,10-Jan-05,10-Apr-05,27-Oct-05,31-Mar-08,5-Jun-09,,,,,Multisector,Multisector,Education,EDU,Education sector development,HLT PSM,"Health system development, Mother and child health care; Public administration, Social protection initiatives",29-Nov-04,23-Dec-10,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,Yes,8-Oct-12,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable,PPER,2011,Less than successful,Less than relevant,Less than effective,Less than efficient,Less than likely sustainable
G0017,38618,Timor-Leste,TLS,TIM,Pacific,B,A,PARD,Road Sector Improvement Project,Project,Project grant,ADF,ADF,10,9.89,27-Sep-05,2005,20-Jan-06,20-Apr-06,3-Mar-06,30-Jun-08,30-Sep-09,,,,,Transport and ICT,Road Transport,Transport,TRA,Road transport (non-urban),„na,,6-Sep-05,12-Nov-10,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,13-Jan-12,Successful,Highly relevant,Effective,Efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Successful,Highly relevant,Effective,Efficient,Less than likely sustainable
2036/2037,36318,India,IND,IND,South Asia,B,B2,SARD,Assam Power Sector Development Program,Program/Project,SDP - Program loan,OCR,OCR,250,250,10-Dec-03,2003,11-Dec-03,10-Mar-04,12-Dec-03,30-Jun-05,28-Jun-05,,,,,Energy,Energy Sector Development,Energy,ENE,Energy sector development and institutional reform,„na,,19-Nov-03,29-Nov-10,Successful,Highly relevant,Effective,Efficient,Likely sustainable,Yes,17-Jan-12,Successful,Relevant,Effective,Efficient,Likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2011,Successful,Relevant,Effective,Efficient,Likely sustainable
2030/2031,36057,Pakistan,PAK,PAK,Central West Asia,B,B1,CWRD,Punjab Resource Management Program,Program,Program loan,OCR,OCR,204,202.09,4-Dec-03,2003,19-Dec-03,18-Mar-04,23-Dec-03,30-Jun-05,30-Jun-05,,,,,Public Sector Management,Public Expenditure and Fiscal Management,Public sector management,PSM,Public administration,„na,,13-Nov-03,22-Dec-09,Successful,Relevant,Less than effective,Efficient,Likely sustainable,Yes,16-Dec-11,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2010,Less than successful,Relevant,Less than effective,Less than efficient,Less than likely sustainable
1935/1936/1937/1938,34328,Pakistan,PAK,PAK,Central West Asia,B,B1,CWRD,Decentralization Support Program,Program,Program loan,ADF,OCR/ADF/ADF/ADF,300,385.08,21-Nov-02,2002,23-Jan-03,23-Apr-03,24-Sep-03,30-Jun-06,30-Jun-06,,,,,Public Sector Management,Decentralization,Public sector management,PSM,Decentralization,„na,,21-Oct-02,23-Dec-09,Successful,Highly relevant,Highly effective,Less than efficient,Less than likely sustainable,Yes,16-Dec-11,Less than successful,Relevant,Effective,Less than efficient,Less than likely sustainable,No,NA,NA,NA,NA,NA,NA,PVR,2010,Less than successful,Relevant,Effective,Less than efficient,Less than likely sustainable
1929/1930,30207,Sri Lanka,LKA,SRI,South Asia,B,B1,SARD,Power Sector Development Project,Program/Project,SDP - Project loan,ADF,ADF/OCR,130,80.89,31-Oct-02,2002,12-Nov-02,10-Feb-03,28-Nov-02,30-Jun-07,31-Mar-10,,,,,Energy,Energy Sector Development,Energy,ENE,Energy sector development and institutional reform,„na,,10-Oct-02,17-Dec-10,Less than successful,Less than relevant,Effective,Less than efficient,Likely sustainable,Yes,16-Jan-12,Less than successful,Less than relevant,Less than effective,Less than efficient,Not rated,No,NA,NA,NA,NA,NA,NA,PVR,2011,Less than successful,Less than relevant,Less than effective,Less than efficient,Not rated
